PRO_REFERENCIA;PRO_DESCRICAO;PRO_MARCA;PRO_PRECO;PRO_UNIDADE;PRO_REFERENCIAFOR;PRO_PESO;PRO_CLASSIFICACAO;PRO_BARRA;PRO_ESTOQUE 
20010;COLHER MESA PRATIKA PRETO;SIMONAGGIO;1,090000;UN;3221-A;,030000;8215.99.10;7896211832270;2.241,000000
20011;CONJ C/3 COLHERES MESA PRATIKA PRETO;SIMONAGGIO;3,560000;UN;321/3;,096000;8215.99.10;7896211822134;1.038,000000
20012;CONJ C/3 GARFOS MESA PRATIKA PRETO;SIMONAGGIO;3,030000;UN;322/3;,073000;8215.99.10;7896211822233;1.405,000000
20013;CONJ C/3 FACAS CHURRASCO PRATIKA PRETO;SIMONAGGIO;3,560000;UN;324/3;,064000;8211.91.00;7896211822431;1.868,000000
20014;FACA CHURRASCO PRATIKA VERDE;SIMONAGGIO;1,090000;UN;3324-A;,020000;8211.91.00;7896211858591;4.621,000000
20015;GARFO MESA PRATIKA VERDE;SIMONAGGIO;,900000;UN;3322-A;,022000;8215.99.10;7896211858607;4.765,000000
20016;COLHER MESA PRATIKA VERDE;SIMONAGGIO;1,090000;UN;3321-A;,030000;8215.99.10;7896211858614;5.052,000000
20017;CONJ C/3 COLHERES MESA PRATIKA VERDE;SIMONAGGIO;3,560000;UN;331/3;,093000;8215.99.10;7896211839316;985,000000
20018;CONJ C/3 GARFOS MESA PRATIKA VERDE;SIMONAGGIO;3,030000;UN;332/3;,072000;8215.99.10;7896211839323;874,000000
20019;CONJ C/3 FACAS MESA PRATIKA VERDE;SIMONAGGIO;3,560000;UN;334/3;,064000;8211.91.00;7896211839330;1.039,000000
20020;FACA CHURRASCO PRATIKA BERINJELA;SIMONAGGIO;1,090000;UN;3424-A;,019000;8211.91.00;7896211863854;5.045,000000
20021;GARFO MESA PRATIKA BERINJELA;SIMONAGGIO;,900000;UN;3422-A;,021000;8215.99.10;7896211863861;1.871,000000
20022;COLHER MESA PRATIKA BERINJELA;SIMONAGGIO;1,090000;UN;3421-A;,031000;8215.99.10;7896211863878;2.124,000000
20023;CONJ C/3 COLHERES MESA PRATIKA BERINJELA;SIMONAGGIO;3,560000;UN;341/3;,094000;8215.99.10;7896211839569;374,000000
20024;CONJ C/3 GARFOS MESA PRATIKA BERINJELA;SIMONAGGIO;3,030000;UN;342/3;,072000;8215.99.10;7896211839576;311,000000
20025;CONJ C/3 FACAS CHURRASCO PRATIKA BERINJELA;SIMONAGGIO;3,560000;UN;344/3;,063000;8211.91.00;7896211839583;294,000000
20057;RECIPIENTE TERMICO ATACAMA 2,5 LTS VERMELHO;SOPRANO;27,720400;UN;09003.1100.17;,524000;3926.90.90;7896021911172;152,000000
20058;RECIPIENTE TERMICO ATACAMA 2,5 LTS VERDE;SOPRANO;27,580000;UN;09003.1100.39;,001000;3926.90.90;7896021911394;301,000000
20063;JARRA GRADUADA 1LT;INJETEMP;3,100000;UN;01.40;,072000;3924.10.00;7896900201400;321,000000
20071;COPO GRADUADO COM TAMPA 450ML;PLASDURAN;2,913670;UN;440103;,031000;3924.10.00;7897659601039;313,000000
20079;COPO CHUQUINHA 250ML;PLASDURAN;2,180170;UN;470124;,026000;3924.90.00;7898905201249;2.518,000000
20090;JARRA STYLO CRISTAL 1,5LTS. CX-06;CIV;44,340000;CX/06;TW156-50 - 10029095;5,664000;7013.42.90;7891017012925;,000000
20099;ESPANADOR PENA N.30 46CM;SHANGRI-LA;14,289000;UN;000007;,039000;9603.90.00;7896771000072;420,000000
20112;PORTA VASSOURAS C/GANCHOS;ARTHI;15,410000;UN;1015-C;,191000;7326.20.00;7897807410155;177,000000
20113;ESCORREDOR MAXXIMO;ARTHI;45,130000;UN;1058-C;1,246000;7323.99.00;7897807410582;50,000000
20114;ESCORREDOR BERCO C/ PORTA COPOS;ARTHI;28,673900;UN;1066-C;,799000;7323.99.00;7897807410667;123,000000
20115;CANTONEIRA DUPLA CROMADA;ARTHI;19,322220;UN;1137-C;,432000;9403.20.00;7897807411374;68,000000
20116;CANTONEIRA TRIPLA CROMADA;ARTHI;26,863200;UN;1138-C;,653000;9403.20.00;7897807411381;44,000000
20117;CESTO DE ROUPA FLEXIVEL REDONDO 44LTS;ARTHI;28,390000;UN;1546-P;,613000;3924.90.00;7897807415464;119,000000
20118;CESTO FLEXIVEL REDONDO 20 LTS;ARTHI;22,950000;UN;1568-P;,547000;3924.90.00;7897807415686;335,000000
20125;VASO GIGANTE REDONDO PRETO 15 LTS;INPLAST;4,808960;UN;6618;,382000;3924.90.00;7897649766182;207,000000
20126;VASO GIGANTE REDONDO VERDE 15 LTS;INPLAST;6,618130;UN;6710;,399000;3924.90.00;7897649767103;83,000000
20132;PANELA P/ MICROONDAS ELEGANCE 2,6 LTS;NITRON;6,800070;UN;149;,140000;3924.10.00;7896779601493;60,000000
20133;TABUA EXTRA GRANDE 25X40CM;NITRON;25,523310;UN;117;,410000;3924.10.00;7896779601172;104,000000
20134;FORMA DE PUDIM P/ MICROONDAS;NITRON;4,724960;UN;020;,090000;3924.10.00;7896779620005;128,000000
20136;VASO REDONDO N.28 8 LTS PRETO;RISCHIOTO;3,347270;UN;9200;,200000;3924.90.00;7898121654881;407,000000
20137;VASO REDONDO N.28 8 LTS VERDE;RISCHIOTO;3,924650;UN;9300;,193000;3924.90.00;7898121654942;183,000000
20138;VASO QUADRADO N.35 20 LTS PRETO;RISCHIOTO;6,315100;UN;9251;,466000;3924.90.00;7898121651118;658,000000
20139;VASO QUADRADO N.35 20 LTS VERDE;RISCHIOTO;7,585970;UN;9351;,425000;3924.90.00;7898121651125;352,000000
20145;BACIA OVAL EXTRA GRANDE 54 LTS;PLASNEW;23,500000;UN;037;1,392000;3924.90.00;7897848700376;76,000000
20157;ESCORREDOR DE TALHERES;RISCHIOTO;3,144560;UN;6204;,075000;3924.10.00;7898121652146;-20,000000
20169;POTE QUADRADO PEQUENO 390ML;JAGUAR;1,190000;UN;0531;,023000;3924.10.00;7896952505310;912,000000
20171;POTE REDONDO PEQUENO 370ML;JAGUAR;1,190000;UN;0570;,022400;3924.10.00;7896952505709;589,000000
20173;COPO BELLIZE GRAY LONG DRINK 450ML CX-12;CISPER;42,936500;CX/12;TW889-40 - 10027893;2,844000;7013.37.00;7891017015407;45.772,000000
20174;COPO ROMA GRAY ROCKS 295ML CX-12;CISPER;77,040000;CX/12;TW882-40 - 10027907;3,948000;7013.37.00;7891017015353;84,000000
20175;COPO ROMA GRAY LONG DRINK 335ML CX-12;CISPER;89,520000;CX/12;TW883-40 - 10027905;3,408000;7013.37.00;7891017015360;756,000000
20176;GARRAFAO TERMICO AZUL 3LTS;INVICTA;25,110200;UN;101487031201;,574000;3923.30.00;7891691087035;258,000000
20177;BOTIJAO TERMICO AZUL 9LTS C/ TRIPE;INVICTA;95,897600;UN;101487091201;2,005000;3923.30.00;7891691087097;108,000000
20178;BOTIJAO TERMICO AZUL 12LTS C/ TRIPE;INVICTA;116,800000;UN;101487121201;2,348000;3923.30.00;7891691087127;32,000000
20179;CAIXA TERMICA AZUL 24LTS;INVICTA;149,757260;UN;101387241201;3,035000;3923.30.00;7891691087240;30,000000
20180;CAIXA TERMICA AZUL 45 LTS;INVICTA;222,874390;UN;101387451201;4,352000;3923.30.00;7891691087455;12,000000
20185;COPO BELLIZE GRAY ROCKS 345ML CX-12;CISPER;53,280000;CX/12;TW888-40 - 10027895;2,460000;7013.37.00;7891017015391;732,000000
20197;POTE RET. GRD 1,5 LTS AVULSO;RISCHIOTO;1,918230;UN;0604;,056000;3924.10.00;7898121651569;249,000000
20246;POTE REDONDO 1440ML GDE TRANSPARENTE;INPLAST;1,850000;UN;3100;,059000;3924.10.00;7897649731005;216,000000
20265;PRATO DURALEX ACQUA RASO 23CM CX-24;NADIR FIGUEIRED;69,600000;CX/24;57290200779190;8,568000;7013.49.00;7891155033936;1.902,000000
20266;PRATO DURALEX DIAMANTE RASO 23CM CX-24;NADIR FIGUEIRED;69,600000;CX/24;57380200815293;8,616000;7013.49.00;7891155013228;3.792,000000
20267;PRATO DURALEX ACQUA FUNDO 22CM CX-24;NADIR FIGUEIRED;69,600000;CX/24;58290200779202;8,472000;7013.49.00;7891155033943;-528,000000
20268;PRATO DURALEX DIAMANTE FUNDO 22CM CX-24;NADIR FIGUEIRED;69,600000;CX/24;58380200814282;8,544000;7013.49.00;7891155013235;40.088,000000
20277;POTE QUADRADO ALTO 2,5 LTS;SANTANA;3,871960;UN;0225;,095000;3924.10.00;7896355702255;190,000000
20278;POTE QUADRADO RASO 1,7 LTS;SANTANA;3,599910;UN;0217;,083000;3924.10.00;7896355702170;152,000000
20279;CAIXA ORGANIZADORA 5,65 LTS 34X24,5X11CM C/ TAMPA;SANTANA;9,970000;UN;0914;,260000;3924.90.00;7896355709148;439,000000
20280;CAIXA EMPILHAVEL TOPA TUDO 5,65 LTS 34X10,5X23,5CM;SANTANA;6,140000;UN;0074;,189000;3924.90.00;7896355700749;137,000000
20281;CAIXA ORGANIZADORA TOPA TUDO 18 LTS C/ TAMPA;SANTANA;22,764480;UN;0935;,692000;3924.90.00;7896355709353;60,000000
20338;CAIXA P/ ENTREGA S/ GRAVAÇÃO BRANCA 48LT;CAIXAS RIO PRET;40,000000;UN;PL 5000;1,861000;3923.10.90;7898297203388;51,000000
20523;FRUTEIRA RIVIERA GRANDE VERMELHA;CRYSTALGLASS;23,770000;UN;500025;1,437000;7013.42.90;7897437237962;223,000000
20539;SERVE PAO DEC CAFE DA MANHA 4,75 LTS;PLASUTIL;12,276860;UN;4422;,175000;3924.10.00;7896042044224;454,000000
20540;BOLEIRA C/ ALCA E TRAVAS DEC. CAFE DA MANHA;PLASUTIL;31,400000;UN;4493;,464000;3924.10.00;7896042044934;98,000000
20541;BOLEIRA REDONDA DEC CAFE DA MANHA;PLASUTIL;15,720000;UN;5733;,202800;3924.10.00;7896042057330;146,000000
20542;BOLEIRA RETANGULAR DEC. CAFE DA MANHA;PLASUTIL;18,910000;UN;5735;,274000;3924.10.00;7896042057354;108,000000
20543;QUEIJEIRA ROSCA DEC. CAFE DA MANHA;PLASUTIL;9,782500;UN;5756;,120000;3924.10.00;7896042057569;371,000000
20544;CONJ P/ ARROZ 2 PCS MONIZ;SIMONAGGIO;20,350000;UN;1715/2;,315000;8215.99.10;7896211817321;63,000000
20545;CONJ DE UTENSILIOS P/ FEIJAO 2 PCS MONIZ;SIMONAGGIO;20,350000;UN;1716/2;,319000;8215.99.10;7896211817666;28,000000
20550;CONJ TALHERES PRATIKA 12 PCS VERDE;SIMONAGGIO;15,780000;UN;3344/12;,403000;8215.20.00;7896211839460;23,000000
20553;CONJ TALHERES PRATIKA 24 PCS BERINGELA;SIMONAGGIO;26,700000;UN;3420/24;,639000;8215.20.00;7896211839736;8,000000
20557;CONJ DE UTENSILIOS PARA COZINHA 4 PCS;SIMONAGGIO;14,750000;UN;1715/4;,269000;8215.99.10;7896211817659;151,000000
20558;CONJ P/ SOBREMESA 12 PCS MONIZ;SIMONAGGIO;20,350000;UN;1715/12;,381000;8215.99.10;7896211817154;156,000000
20560;CONJ DE UTENSILIOS P/ MASSA 2 PCS MONIZ;SIMONAGGIO;20,350000;UN;1717/2;,375000;8215.99.10;7896211817772;75,000000
20586;CONJ P/ SOBREMESA 14 PCS MONIZ;SIMONAGGIO;40,210000;UN;1715/14;,808000;8215.99.10;7896211818342;158,000000
20587;CONJ DE TALHERES 25 PCS AZUL;SIMONAGGIO;25,080000;UN;2020/25;,578000;8215.20.00;7896211825722;23,000000
20588;CONJ DE TALHERES 25 PCS VERDE;SIMONAGGIO;25,080000;UN;2920/25;,569000;8215.20.00;7896211829720;76,000000
20598;GARRAFA TERM. ROLHA LIDER PRETA 500ML;INVICTA;19,600000;UN;101080120105;,418000;9617.00.10;7891691280122;200,000000
20599;GARRAFA TERM. ROLHA LIDER PRETA 320ML;INVICTA;19,020010;UN;101080140105;,295000;9617.00.10;7891691280146;221,000000
20603;POTE OCTAGONAL 2,4 LTS CX-06;INVICTA;45,420900;CX/06;101528151622;5,208000;7013.49.00;7891691028151;,000000
20604;POTE DE VIDRO LISO 3 LTS CX-06;INVICTA;53,400000;CX/06;101528361622;5,148000;7013.49.00;7891691028366;876,000000
20605;POTE DE VIDRO QUADRADO 750ML CX-12;INVICTA;85,800000;CX/12;101528551622;5,220000;7013.49.00;7891691028557;576,000000
20606;POTE DE VIDRO QUADRADO 1,3LTS CX-12;INVICTA;77,156200;CX/12;101528511622;6,132000;7013.49.00;7891691028519;816,000000
20607;POTE DE VIDRO QUADRADO 2 LTS CX-06;INVICTA;44,340000;CX/06;101528471622;3,996000;7013.49.00;7891691028472;462,000000
20608;JARRA AMERICAN 1,5 LTS CX-06;INVICTA;54,358800;CX/06;101528371622;3,744000;7013.49.00;7891691028373;348,000000
20609;JARRA PALLA 1LT CX-06;INVICTA;50,340100;CX/06;101528191622;3,474000;7013.49.00;7891691028199;360,000000
20623;GARRAFAO TERMICO AZUL 5 LTS;INVICTA;21,709990;UN;101487051201;,739000;3923.30.00;7891691087059;1.819,000000
20628;RALADOR C/ POTE APARADOR 1490ML;JAGUAR;3,890000;UN;1603;,086100;3924.10.00;7896952516033;470,000000
20629;PORTA ESCOVAS DE DENTES;JAGUAR;3,350000;UN;1616;,071000;3924.90.00;7896952516163;4.160,000000
20635;PRANCHA RET. 29X42CM;STOLF;39,142060;UN;41-STD;1,258000;4419.90.00;7897996701034;3,000000
20640;TABUA CHURRASCO C/ CABO 21X40CM;STOLF;17,887560;UN;320-STD;,547000;4419.90.00;7897996707012;24,000000
20662;TABUA PINUS 35X21CM C/GARFO E FACA;STOLF;27,517500;UN;855-STD;,773400;4419.90.00;7897996706251;386,000000
20702;JARRA REDONDA DECORADA 1,98LTS;GENECY;6,900000;UN;0702;,090000;3924.10.00;7898297207027;757,000000
20750;POTE DECORA GALINHA ROSCA 3,2LTS;PLASUTIL;10,540000;UN;5548;,136000;3924.10.00;7896042055480;55,000000
20752;CONJ C/5 POTES MANTIMENTO DECOR GRAOS ROSCA;PLASUTIL;42,099990;UN;5708;,707000;3924.10.00;7896042057088;553,000000
20753;POTE DECORA MANTIMENTOS GALINHA 950ML;PLASUTIL;3,010000;UN;5534;,060000;3924.10.00;7896042055343;,000000
20756;CANECA DECORADA LINHA COBRE 500ML;PLASUTIL;3,790000;UN;4431;,042000;3924.10.00;7896042044316;706,000000
20758;CANECA DEC. CAFE DA MANHA 500ML;PLASUTIL;3,790000;UN;4475;,042000;3924.10.00;7896042044750;603,000000
20759;BISNAGA DECOR. KETCHUP 250ML;PLASUTIL;2,750000;UN;5728;,028000;3924.10.00;7896042057286;544,000000
20760;BISNAGA DECOR MOSTARDA 250ML;PLASUTIL;2,750000;UN;5729;,026000;3924.10.00;7896042057293;363,000000
20761;BISNAGA DECOR. MOLHO SALSA 280ML;PLASUTIL;2,750000;UN;5730;,026000;3924.10.00;7896042057309;414,000000
20762;BISNAGA DECOR. MEL 280ML;PLASUTIL;2,750000;UN;5731;,027000;3924.10.00;7896042057316;220,000000
20763;BISNAGA DECOR MAIONESE 250ML;PLASUTIL;2,750000;UN;5748;,028000;3924.10.00;7896042057484;490,000000
20764;PORTA CONDIMENTOS DEC. KEEP FRESH 7 PCS;PLASUTIL;20,379780;UN;4492;,184000;3924.10.00;7896042044927;90,000000
20772;CAIXA BOX DECOR. FLORAL BAIXA 28 LTS PLASU;PLASUTIL;39,900000;UN;4655;,964000;3924.90.00;7896042046556;23,000000
20918;FACILITA VAP 750ML CX-06;NADIR FIGUEIRED;112,020000;CX/06;SM400072676N;3,684000;7013.49.00;7894993108309;636,000000
20919;TERRINA REDONDA PEQUENA 1LT CX-06;NADIR FIGUEIRED;153,540000;CX/06;GD16455715;4,680000;7013.49.00;7894993108750;132,000000
20920;TERRINA REDONDA GRANDE 2,8LTS CX-06;NADIR FIGUEIRED;257,340000;CX/06;GD16457712N;9,168000;7013.49.00;7894993108798;437,000000
20930;LASANHEIRA RETANGULAR 4LTS SEMPRE CX-06;NADIR FIGUEIRED;143,468000;CX/06;68220200825037;12,852000;7013.49.00;7891155036470;5.418,000000
21052;LIXEIRA C/ PEDAL 7,5 LTS QUADRADA;RISCHIOTO;10,275510;UN;3041;,294000;3924.90.00;7898121655604;497,000000
21054;CONJ C/ 3 COPOS 280ML;RISCHIOTO;2,091080;UN;6197;,049000;3924.10.00;7898121655079;354,000000
21055;LIXEIRA C/ PEDAL 12 LTS REDONDA;RISCHIOTO;13,681860;UN;3044;,435000;3924.90.00;7898121655635;1.129,000000
21056;BACIA 5,2 LTS;RISCHIOTO;2,832950;UN;9019;,134000;3924.90.00;7898121652610;800,000000
21057;CESTO P/ ROUPAS REDONDO 34 LTS;RISCHIOTO;11,945960;UN;6085;,447000;3924.90.00;7898121655666;,000000
21058;BACIA 9 LTS;RISCHIOTO;4,031260;UN;9020;,225000;3924.90.00;7898121651040;910,000000
21059;BACIA 14 LTS;RISCHIOTO;5,530910;UN;9021;,312000;3924.90.00;7898121651057;608,000000
21060;BACIA 28 LTS;RISCHIOTO;9,475370;UN;9022;,584000;3924.90.00;7898121653686;694,000000
21065;CAIXA ORGANIZADORA 12 LTS;RISCHIOTO;11,853750;UN;0124;,350000;3924.90.00;7898121655574;1.205,000000
21066;CAIXA ORGANIZADORA 3,2 LTS;RISCHIOTO;5,008490;UN;0119;,121000;3924.90.00;7898121654096;188,000000
21067;CAIXA ORGANIZADORA 1,6 LTS;RISCHIOTO;4,196430;UN;0118;,105000;3924.90.00;7898121654072;157,000000
21068;CAIXA ORGANIZADORA 6 LTS;RISCHIOTO;8,868940;UN;0122;,240000;3924.90.00;7898121654195;1.444,000000
21069;CAIXA ORGANIZADORA 10 LTS;RISCHIOTO;11,896810;UN;0121;,374000;3924.90.00;7898121654218;1.110,000000
21070;CAIXA ORGANIZADORA 20 LTS;RISCHIOTO;17,061890;UN;0123;,524000;3924.90.00;7898121654232;304,000000
21168;JG. C/6 PRATOS DIAMANTES RASO CX-06;NADIR FIGUEIRED;32,030000;CJ;57380200511599;,352000;7013.49.00;7891155013426;325,000000
21169;JG. C/6 PRATOS DIAMANTES FUNDO CX-06;NADIR FIGUEIRED;32,030000;CJ;58380200511601;,359000;7013.49.00;7891155013433;284,000000
21191;POTE HAWAI 1 LT;TIBALINE;3,290000;UN;6054;,053000;3924.10.00;7896103460543;310,000000
21192;POTE HAWAI 1,5 LTS;TIBALINE;4,160000;UN;6055;,071000;3924.10.00;7896103460550;385,000000
21193;POTE HAWAI 2 LTS;TIBALINE;4,620590;UN;6056;,085000;3924.10.00;7896103460567;394,000000
21194;JARRA HAWAI 1 LT;TIBALINE;5,650000;UN;6057;,071000;3924.10.00;7896103460574;147,000000
21195;JARRA HAWAI 1,5 LTS;TIBALINE;6,360000;UN;6058;,086000;3924.10.00;7896103460581;271,000000
21197;POTE HORTELA 2,1 LTS;TIBALINE;4,590000;UN;6067;,087000;3924.10.00;7896103460673;292,000000
21198;POTE HORTELA 1,6 LTS;TIBALINE;4,160000;UN;6068;,070000;3924.10.00;7896103460680;377,000000
21199;POTE HORTELA 1,25 LTS;TIBALINE;3,290000;UN;6069;,055000;3924.10.00;7896103460697;388,000000
21203;GARRAFA SLIM 1,2 LTS;TIBALINE;4,750000;UN;6061;,074000;3924.10.00;7896103460611;1.610,000000
21204;GARRAFA FAT 1,2 LTS;TIBALINE;4,755000;UN;6062;,074000;3924.10.00;7896103460628;409,000000
21206;CANECA ASPEN 300ML CX-24;NADIR FIGUEIRED;111,600000;CX/24;59090200715891;6,576000;7013.49.00;7891155029809;6.552,000000
21213;KIT DE FUNIL 2PCS Nº3 E Nº4;ALVES;2,950000;UN;103/9;,038000;3924.10.00;7896849405648;460,000000
21214;PENEIRA 7CM;ALVES;1,220000;UN;18;,007000;3924.10.00;7896849405334;405,000000
21215;PENEIRA 11CM;ALVES;2,082580;UN;020/9;,019000;3924.10.00;7896849405358;580,000000
21216;PENEIRA 16CM;ALVES;3,890630;UN;023/9;,056000;3924.10.00;7896849405389;557,000000
21217;PENEIRA SEM CABO 24CM;ALVES;3,890000;UN;026/9;,066000;3924.10.00;7896849406027;674,000000
21218;KIT PENEIRA 11CM + FUNIL Nº 3;ALVES;3,220000;UN;104;,037000;3924.10.00;7896849405655;280,000000
21279;CORTADOR DE LEGUMES PEQUENO;VITALEX;47,800010;UN;3301;,993000;8210.00.90;7898905836014;147,000000
21321;CABIDE TINTUREIRO MADEIRA C/3;DEBIASI;4,516290;UN;0001D;,204000;4421.10.00;7897956100839;1.250,000000
21325;SABONETEIRA FLEX;ARTHI;2,917470;UN;1501;,030000;3924.90.00;7897807415013;234,000000
21326;PORTA ESCOVAS PLASTICO COM TAMPA;ARTHI;10,532010;UN;1535;,141000;3924.90.00;7897807415358;62,000000
21327;CESTO RETANGULAR 22LTS;ARTHI;19,978000;UN;1577;,442000;3924.90.00;7897807415778;194,000000
21328;SAPATEIRA 21 PARES;ARTHI;85,580000;UN;1802;2,297000;9403.70.00;7897807418021;37,000000
21330;CABIDE PRETO C/ 5 PCS;IN-BR;1,970000;UN;4105;,160000;3924.90.00;7896725701055;347,000000
21331;COPO DE ACRILICO 510ML;IN-BR;2,220000;UN;42;,070000;3924.10.00;7896725700423;327,000000
21332;COPO DE ACRILICO 300ML;IN-BR;1,350860;UN;45;,029000;3924.10.00;7896725700454;1.110,000000
21333;CABIDE HEAVY COLOR C/ 3 PCS;IN-BR;5,190000;UN;104;,228000;3924.90.00;7896725701048;401,000000
21419;CAIXA ORG RETANG C/ TAMPA DECOR 11LTS;GENECY;10,900000;UN;1419;,339000;3924.10.00;7898297214193;-2,000000
21477;BACIA GIGANTE RANDON 31 LTS;MB;15,320000;UN;0431;,536000;3924.90.00;7897698204314;94,000000
21478;CESTA RETANGULAR GRANDE C/ APLIQUE 29,5CM;MB;5,870000;UN;0817;,127000;3924.10.00;7897698208176;139,000000
21479;CESTA RETANGULAR PEQUENA C/ APLIQUE 23CM;MB;3,660000;UN;0816;,069200;3924.10.00;7897698208169;169,000000
21482;CESTO TELADO ITALIA 12 LTS;MB;7,500000;UN;0815;,250400;3924.90.00;7897698208152;45,000000
21483;CONJ POTES MANTIMENTOS 5 PCS;MB;15,789920;UN;0358;,383700;3924.10.00;7897698203584;196,000000
21493;JARRA QUADRADA C/ TAMPA 2 LTS;MB;4,500000;UN;0384;,107300;3924.10.00;7897698203843;753,000000
21494;LIXEIRA CLICK 4,5 LTS;MB;7,900000;UN;0760;,207000;3924.90.00;7897698207605;233,000000
21547;TACA CHIMARRAO SIMPLES;BELMATE;8,094570;UN;666;,117000;9602.00.90;7898906188020;542,000000
21556;CUIA CHIMARRAO TACA LISA;BELMATE;12,663500;UN;050;,135000;9602.00.90;7898906188068;463,000000
21776;ESCORREDOR MASSA 27,5X10CM;SANTANA;4,418320;UN;0730;,078600;3924.10.00;7896355707304;549,000000
21779;CAIXA ORGANIZADORA GOURMET 12 LTS C/ TAMPA;SANTANA;18,400000;UN;0913;,480000;3924.90.00;7896355709131;42,000000
21781;CAIXA EMPILHAVEL TOPA 12 LTS 43X27,5X14CM S/ TAMPA;SANTANA;13,369560;UN;0072;,352000;3924.90.00;7896355700725;304,000000
21814;PENEIRA 20CM;ALVES;5,346300;UN;045/9;,064000;3924.10.00;7896849409141;665,000000
21833;ESCORREDOR DE TALHERES;PLASMONT;2,280000;UN;0316;,098000;3924.10.00;7898378693169;330,000000
21887;JARRA REDONDA C/ TAMPA 1,2 LTS;MB;2,226840;UN;0385;,055200;3924.10.00;7897698203850;900,000000
21888;JARRA REDONDA C/ ESPREMEDOR 1,2 LTS;MB;2,226840;UN;0386;,057600;3924.10.00;7897698203867;1.231,000000
21889;PORTA FRIOS PEQ. 1 DIV. C/ TAMPA 800ML;MB;2,230010;UN;0450;,055000;3924.10.00;7897698204505;209,000000
21890;RALADOR MULTIUSO C/ POTE 1,5 LTS;MB;2,230010;UN;0453;,069500;3924.10.00;7897698204536;326,000000
21891;POTE PARIS RETANGULAR GRANDE 1,5 LTS;MB;2,230010;UN;0500;,058900;3924.10.00;7897698205007;111,000000
21892;CONJ POTES PARIS RETANGULARES 3P 400ML;MB;2,230000;UN;0529;,070400;3924.10.00;7897698205298;228,000000
21893;CONJ POTES PARIS RETANGULARES PM;MB;2,230010;UN;0530;,059000;3924.10.00;7897698205304;710,000000
21900;CONJ POTES PARIS RETANGULARES 2M 800ML;MB;2,230010;UN;0534;,072000;3924.10.00;7897698205342;629,000000
21901;POTE MUNIQUE 1,5 LTS QUADRADO GRANDE;MB;2,230010;UN;0550;,062800;3924.10.00;7897698205502;474,000000
21903;CONJ POTES MUNIQUE QUADRADOS 3P 400ML;MB;2,230010;UN;0580;,064900;3924.10.00;7897698205809;329,000000
21904;CONJ POTES MUNIQUE QUADRADOS PM;MB;2,230010;UN;0581;,061700;3924.10.00;7897698205816;223,000000
21945;JARRA PATRICIA PEQUENA 800ML CX-06;CRYSTALGLASS;47,160000;CX/06;100101;2,010000;7013.42.90;7897437201499;60,000000
21949;JARRA PATRICIA GRANDE 1,8LTS CX-12;CRYSTALGLASS;138,660000;CX/12;100100;3,552000;7013.42.90;7897437201017;384,000000
21950;PRATO C/ PE PARA BOLO TROPICAL 30X20CM;CRYSTALGLASS;23,540000;UN;100126;1,575000;7013.42.90;7897437235845;306,000000
21951;FRUTEIRA PETIT POA 30CM;CRYSTALGLASS;19,810000;UN;001700;1,443000;7013.42.90;7898046706245;118,000000
21953;RALADOR 4 FACES ESTANHADO 18X10X8,5CM;PAZINI;11,200000;UN;042 SL;,106000;8210.00.90;7898923933429;615,000000
21987;JARRA ICE AZUL 1,5 LTS CIV CX-06;CIV;42,540000;CX/06;509-8 - 10031590;4,950000;7013.42.90;7898007755091;858,000000
21988;CONJ C/06 COPOS BRILHANTE BCO 310ML CX-06;CIV;61,320000;CX/06;469-9 - 10028977;7,098000;7013.37.00;7898007754698;552,000000
22004;LIXEIRA C/ PEDAL 20 LTS;PLASNEW;33,340000;UN;7521;1,220000;3924.90.00;7897848775213;33,000000
22005;LIXEIRA C/ PEDAL 40 LTS;PLASNEW;56,750000;UN;7541;1,332000;3924.90.00;7897848775411;64,000000
22099;LAVA TUDO 23CM;CATUAI;8,860000;UN;9318;,118000;9604.00.00;7898297220996;4.524,000000
22141;CONJ C/3 POTES REDONDOS FLOR VERMELHO;SANREMO;23,330000;UN;706/57C;,333000;3924.10.00;7896359015221;,000000
22146;ORGANIZA TUDO GRANDE 29,8X18X4,5CM;NITRON;12,807070;UN;106;,271000;3924.90.00;7896779601066;77,000000
22147;ORGANIZA TUDO MEDIO 17,5 CM X 26,2 CM X 4,3 CM;NITRON;9,023490;UN;138;,197000;3924.90.00;7896779613809;72,000000
22148;FRASQUEIRA OVAL C/ BANDEJA;NITRON;17,163260;UN;202;,320000;3924.90.00;7896779620203;97,000000
22149;FRASQUEIRA CRISTAL C/ DIVISORIAS;NITRON;9,340000;UN;195;,200000;3924.90.00;7896779619504;593,000000
22150;POTE RASO RETANGULAR C/ TRAVAS 1,1 LTS;NITRON;7,074810;UN;233;,103000;3924.10.00;7896779623303;276,000000
22151;POTE RASO RETANGULAR C/ TRAVAS 500ML;NITRON;4,767110;UN;232;,060000;3924.10.00;7896779623204;1.692,000000
22156;POTE HERMETICO C/ 3 DIVISOES;NITRON;6,992680;UN;139;,138000;3924.10.00;7896779613908;512,000000
22157;POTE C/ 3 DIVISOES BARCELONA;NITRON;7,241240;UN;030/7;,134000;3924.10.00;7896779603077;400,000000
22162;JARRA MASTER 4 LTS;NITRON;16,500000;UN;182;,289000;3924.10.00;7896779618200;89,000000
